commentor,comments,news
>Faraday Udoh,">who said US weapons are oftentimes better than Russian and NK weapons. All kills at a speed, don't be deceived. Why countries go for US weapons is to create a diplomatic and trade relationship.",">Turkey is protesting U.S. lawmakers' efforts to block delivery of F-35 fighter jets to Ankara because of Turkey's commitment to also buy a Russian missile defense system instead of a U.S.-made system. Turkey's ambassador to Washington, Serdar Kilic, told VOA that if Congress eventually approves legislation now under consideration blocking the sale of more than 100 of the warplanes to Turkey, it could further impair contentious relations between the two NATO allies. ""Until today, we have contributed over $800 million to the F-35 project through the production process,"" Kilic said. ""Two of these aircrafts were delivered to the Turkish government. I hope Congress will not take such a decision"" to curb further sales."
>David Schneider,">This was ""explained"" by the Press Secretary later.  Just hard to keep with things nowadays.  ""Did he or did he not say what he said?""  Perhaps he shouldn't answer any questions for a while.",">U.S. President Donald Trump said Wednesday he does not believe Russia is continuing to target the United States with cyberattacks, a direct contradiction of an assessment last week by Dan Coats, his director of national intelligence."
>Jenny Rawlinson,>No one here in the states believe him except the complicit Republicans.,">U.S. President Donald Trump said Wednesday he does not believe Russia is continuing to target the United States with cyberattacks, a direct contradiction of an assessment last week by Dan Coats, his director of national intelligence."
>Brent Bobei,>Already proven to be the wrong person reported about... MSNBC is wrong again... Check other news sites,">Maria Butina, who was arrested in Washington over the weekend on charges of working as an illegal foreign agent in the United States, ""appears"" to have ties to Russia’s intelligence services, prosecutors revealed in court documents on Wednesday."
>Pk Shastri,">�!! "" चमत्कार चमत्कार चमत्कार"" !! वशीकरण काला जादू काले इलम के बेताज बादशाह  ((",">Maria Butina, who was arrested in Washington over the weekend on charges of working as an illegal foreign agent in the United States, ""appears"" to have ties to Russia’s intelligence services, prosecutors revealed in court documents on Wednesday."
>David Lulasa,>thats so sad,">A six-story apartment block collapsed into an adjacent building in a suburb of New Delhi killing at least three people, police said on Wednesday, as rescuers searched for people feared trapped in the rubble. The collapse occurred on Tuesday night in the Greater Noida area and rescue workers were moving slowly through the debris in a search for survivors, police and the rescue team said. ""The buildings collapsed like a match box. The rescue efforts are taking time since we cannot use heavy machinery to clear the rubble for fear of harming the trapped victims,"" a spokesman of the National Disaster Response Force told Reuters."
>David Lulasa,>may peace last in them.that peace is the one that everyone needs.its just one like GOD,">The first commercial flight in 20 years from Ethiopia to Eritrea has landed in the Eritrean capital, the latest sign of normalized ties between the longtime foes. Passengers on the flight included former Ethiopian prime minister Haliemariam Desalegn, who led the travelers off the plane onto a red carpet at the Asmara airport, according to a VOA Horn of Africa reporter at the scene."
>Lal Hussain,>Weight of sins was too much.,">A stage collapsed during an election rally held by religious political party Jamaat-e-Islami in Pakistan's Mohmand tribal district, near the Afghan border. Party president Sirajul Haq and other leaders were on the stage but unharmed in the incident."
>Shiv Kumar,>They cannot make a strong stage for themselves and they're demanding Kashmir from strong Indian army,">A stage collapsed during an election rally held by religious political party Jamaat-e-Islami in Pakistan's Mohmand tribal district, near the Afghan border. Party president Sirajul Haq and other leaders were on the stage but unharmed in the incident."
>Patty Kalis,">ISIS is very active in the Sinai, as a strategic territory, protected on 3 sides by water,,  and very close to Israel. Ebypt needs to crack down hard on them. These are not regular 'dissidents'.  Be careful of falling for propaganda.",">As Egypt is cracking down on militants across the country, particularly in the country’s Sinai region, some experts and rights groups have voiced concerns that the country’s security forces are using counter-terror measures to target dissidents. “Three-per-day forced disappearances where individuals will simply be removed from their homes without any information given about their whereabouts and whether or not they even end up in the prison system where their lawyers are not able to access them to be able to discuss terms of their charges or to prepare for a trial,” Allison McManus, an analyst at Washington-based Tahrir Institute for Middle East Policy, told VOA."
>Karen Fitzgerald,">Who needs her advancing anything?  The liberals in America have done everything humanly conceivable to convince Americans to increase gun purchases, NRA memberships and to honor our Constitutional right of the 2nd amendment.  We don't need any Russians or anyone else helping US.  The lunatics on the Left show US every day why our Founders were so brilliant!",">A federal grand jury on Tuesday indicted a Russian woman on one count of conspiracy to act as an agent of a foreign power and one count of acting as an agent of a foreign power without registering with the U.S. government, in connection with a scheme to influence American politics in the run-up to the 2016 presidential election. Maria Butina, a gun-rights advocate with close ties to the National Rifle Association, was arrested Sunday on the conspiracy charge, which was listed in a criminal complaint. The second charge was added in the indictment that the grand jury approved. Butina, 29, is accused of secretly working to develop personal relationships with influential Americans and infiltrate political organizations, such as the NRA, for the purpose of advancing Russian interests in the United States."
>Restituto Dimagulangan,">isnt that funny, nobody tried from the US to influince Russian politics",">A federal grand jury on Tuesday indicted a Russian woman on one count of conspiracy to act as an agent of a foreign power and one count of acting as an agent of a foreign power without registering with the U.S. government, in connection with a scheme to influence American politics in the run-up to the 2016 presidential election. Maria Butina, a gun-rights advocate with close ties to the National Rifle Association, was arrested Sunday on the conspiracy charge, which was listed in a criminal complaint. The second charge was added in the indictment that the grand jury approved. Butina, 29, is accused of secretly working to develop personal relationships with influential Americans and infiltrate political organizations, such as the NRA, for the purpose of advancing Russian interests in the United States."
>Azubuike Zubbes Ofodumogu,>I Think Trump Knows What He Is Doing,">U.S. President Donald Trump is once again defending his meeting with Russian President Vladimir Putin, a day after reversing his acceptance of Putin's denial that Moscow interfered in the 2016 presidential election. ""So many people at the higher ends of intelligence loved my press conference performance in Helsinki,"" Trump tweeted early Wednesday morning. ""Putin and I discussed many important subjects at our earlier meeting. We got along well which truly bothered many haters who wanted to see a boxing match. Big results will come!"""
